,no rank,superkingdom,genus,species,order,phylum,class,family,strain,forma specialis,clade,subphylum,suborder,subspecies,species group,species subgroup,subfamily,subgenus,serogroup,serotype,biotype,tribe,subclass,isolate,pathogroup
1912897,unclassified Blautia,Bacteria,Blautia,Blautia sp. N6H1-15,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,,,Terrabacteria group,,,,,,,,,,,,,,
1913577,cellular organisms,Bacteria,Gramella,Gramella salexigens,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1913578,unclassified Sphingopyxis,Bacteria,Sphingopyxis,Sphingopyxis sp. LPB0140,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1914461,cellular organisms,Bacteria,Micromonospora,Micromonospora terminaliae,Micromonosporales,Actinobacteria,Actinobacteria,Micromonosporaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1914471,cellular organisms,Bacteria,Sulfuritortus,Sulfuritortus calidifontis,Nitrosomonadales,Proteobacteria,Betaproteobacteria,Thiobacillaceae,,,,,,,,,,,,,,,,,
1914525,unclassified Sphingopyxis,Bacteria,Sphingopyxis,Sphingopyxis sp. FD7,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1914861,unclassified Enterobacter,Bacteria,Enterobacter,Enterobacter sp. SA187,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1914871,unclassified Dolichospermum,Bacteria,Dolichospermum,Dolichospermum sp. UHCC 0315A,Nostocales,Cyanobacteria,,Aphanizomenonaceae,,,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,
1914992,unclassified Streptomyces,Bacteria,Streptomyces,Streptomyces sp. DUT11,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1915078,cellular organisms,Bacteria,Thioclava,Thioclava nitratireducens,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1915310,unclassified Enterobacter cloacae complex,Bacteria,Enterobacter,Enterobacter cloacae complex sp. ECNIH7,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,Enterobacter cloacae complex,,,,,,,,,,
1916956,unclassified Synechococcus,Bacteria,Synechococcus,Synechococcus sp. SynAce01,Synechococcales,Cyanobacteria,,Synechococcaceae,,,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,
1917158,unclassified Alteromonas,Bacteria,Alteromonas,Alteromonas sp. RW2A1,Alteromonadales,Proteobacteria,Gammaproteobacteria,Alteromonadaceae,,,,,,,,,,,,,,,,,
1917421,cellular organisms,Bacteria,Ketobacter,Ketobacter alkanivorans,Oceanospirillales,Proteobacteria,Gammaproteobacteria,Alcanivoracaceae,,,,,,,,,,,,,,,,,
1917441,cellular organisms,Bacteria,Streptococcus,Streptococcus ruminantium,Lactobacillales,Firmicutes,Bacilli,Streptococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1917485,unclassified Sulfitobacter,Bacteria,Sulfitobacter,Sulfitobacter sp. AM1-D1,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1918945,cellular organisms,Bacteria,Vibrio,Vibrio spartinae,Vibrionales,Proteobacteria,Gammaproteobacteria,Vibrionaceae,,,,,,,,,,,,,,,,,
1920109,cellular organisms,Bacteria,,Enterobacteriaceae bacterium ENNIH2,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1920110,unclassified Citrobacter,Bacteria,Citrobacter,Citrobacter sp. CFNIH10,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1920114,unclassified Leclercia,Bacteria,Leclercia,Leclercia sp. LSNIH1,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1920128,cellular organisms,Bacteria,,Enterobacteriaceae bacterium ENNIH3,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1920191,unclassified Delftia,Bacteria,Delftia,Delftia sp. HK171,Burkholderiales,Proteobacteria,Betaproteobacteria,Comamonadaceae,,,,,,,,,,,,,,,,,
1920667,unclassified Mycobacterium,Bacteria,Mycobacterium,Mycobacterium sp. WY10,Corynebacteriales,Actinobacteria,Actinobacteria,Mycobacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1920883,unclassified Marivivens,Bacteria,Marivivens,Marivivens sp. JLT3646,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1921086,cellular organisms,Bacteria,Mariprofundus,Mariprofundus aestuarium,Mariprofundales,Proteobacteria,Zetaproteobacteria,Mariprofundaceae,,,,,,,,,,,,,,,,,
1921087,cellular organisms,Bacteria,Mariprofundus,Mariprofundus ferrinatatus,Mariprofundales,Proteobacteria,Zetaproteobacteria,Mariprofundaceae,,,,,,,,,,,,,,,,,
1921421,cellular organisms,Bacteria,Geobacillus,Geobacillus genomosp. 3,Bacillales,Firmicutes,Bacilli,Bacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1921510,cellular organisms,Bacteria,Tardibacter,Tardibacter chloracetimidivorans,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1921565,unclassified Proteus,Bacteria,Proteus,Proteus sp. CD3,Enterobacterales,Proteobacteria,Gammaproteobacteria,Morganellaceae,,,,,,,,,,,,,,,,,
1922217,cellular organisms,Bacteria,Erwinia,Candidatus Erwinia haradaeae,Enterobacterales,Proteobacteria,Gammaproteobacteria,Erwiniaceae,,,,,,,,,,,,,,,,,
1925021,cellular organisms,Bacteria,Bacillus,Bacillus haynesii,Bacillales,Firmicutes,Bacilli,Bacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1925548,cellular organisms,Bacteria,Candidatus Fonsibacter,Candidatus Fonsibacter ubiquis,Pelagibacterales,Proteobacteria,Alphaproteobacteria,,,,,,,,,,,,,,,,,,
1926494,unclassified Paraburkholderia,Bacteria,Paraburkholderia,Paraburkholderia sp. SOS3,Burkholderiales,Proteobacteria,Betaproteobacteria,Burkholderiaceae,,,,,,,,,,,,,,,,,
1929246,cellular organisms,Bacteria,Sodalis,Sodalis endosymbiont of Henestaris halophilus,Enterobacterales,Proteobacteria,Gammaproteobacteria,Pectobacteriaceae,,,,,,,,,,,,,,,,,
1930071,cellular organisms,Bacteria,Methylomusa,Methylomusa anaerophila,Selenomonadales,Firmicutes,Negativicutes,Sporomusaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1930273,unclassified Planctomycetes,Bacteria,,Planctomycetes bacterium K22_7,,Planctomycetes,,,,,PVC group,,,,,,,,,,,,,,
1930274,unclassified Planctomycetes,Bacteria,,Planctomycetes bacterium FF011L,,Planctomycetes,,,,,PVC group,,,,,,,,,,,,,,
1930275,unclassified Planctomycetes,Bacteria,,Planctomycetes bacterium K23_9,,Planctomycetes,,,,,PVC group,,,,,,,,,,,,,,
1930276,unclassified Planctomycetes,Bacteria,,Planctomycetes bacterium HG15A2,,Planctomycetes,,,,,PVC group,,,,,,,,,,,,,,
1930532,unclassified Pseudomonas,Bacteria,Pseudomonas,Pseudomonas sp. CC6-YY-74,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,,,,,,,,,,,
1930546,unclassified Sporosarcina,Bacteria,Sporosarcina,Sporosarcina sp. P37,Bacillales,Firmicutes,Bacilli,Planococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1930557,unclassified Shewanella,Bacteria,Shewanella,Shewanella sp. FDAARGOS_354,Alteromonadales,Proteobacteria,Gammaproteobacteria,Shewanellaceae,,,,,,,,,,,,,,,,,
1930593,unclassified Vampirococcus,Bacteria,Vampirococcus,Vampirococcus sp. LiM,,,,,,,,,,,,,,,,,,,,,
1930764,unclassified Sporosarcina,Bacteria,Sporosarcina,Sporosarcina sp. P33,Bacillales,Firmicutes,Bacilli,Planococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1931241,unclassified Pseudomonas,Bacteria,Pseudomonas,Pseudomonas sp. S-6-2,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,,,,,,,,,,,
1932669,unclassified Chryseobacterium,Bacteria,Chryseobacterium,Chryseobacterium sp. JV274,Flavobacteriales,Bacteroidetes,Flavobacteriia,Weeksellaceae,,,FCB group,,,,,,,,,,,,,,
1933220,unclassified Sphingobacterium,Bacteria,Sphingobacterium,Sphingobacterium sp. B29,Sphingobacteriales,Bacteroidetes,Sphingobacteriia,Sphingobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1933880,cellular organisms,Bacteria,Glutamicibacter,Glutamicibacter halophytocola,Micrococcales,Actinobacteria,Actinobacteria,Micrococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1933904,unclassified Bartonella,Bacteria,Bartonella,Bartonella sp. WD16.2,Rhizobiales,Proteobacteria,Alphaproteobacteria,Bartonellaceae,,,,,,,,,,,,,,,,,
1933906,unclassified Bartonella,Bacteria,Bartonella,Bartonella sp. JB15,Rhizobiales,Proteobacteria,Alphaproteobacteria,Bartonellaceae,,,,,,,,,,,,,,,,,
1933910,unclassified Bartonella,Bacteria,Bartonella,Bartonella sp. A1379B,Rhizobiales,Proteobacteria,Alphaproteobacteria,Bartonellaceae,,,,,,,,,,,,,,,,,
1933912,unclassified Bartonella,Bacteria,Bartonella,Bartonella sp. Raccoon60,Rhizobiales,Proteobacteria,Alphaproteobacteria,Bartonellaceae,,,,,,,,,,,,,,,,,
1934254,unclassified Klebsiella,Bacteria,Klebsiella,Klebsiella sp. M5al,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1935204,Arcobacter group,Bacteria,Aliarcobacter,[Arcobacter] porcinus,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1935379,cellular organisms,Bacteria,Leucobacter,Leucobacter muris,Micrococcales,Actinobacteria,Actinobacteria,Microbacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1936003,cellular organisms,Bacteria,Anaerohalosphaera,Anaerohalosphaera lusitana,Sedimentisphaerales,Planctomycetes,Phycisphaerae,Anaerohalosphaeraceae,,,PVC group,,,,,,,,,,,,,,
1936021,cellular organisms,Bacteria,Thermosulfuriphilus,Thermosulfuriphilus ammonigenes,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriaceae,,,,,,,,,,,,,,,,,
1936080,unclassified Winogradskyella,Bacteria,Winogradskyella,Winogradskyella sp. J14-2,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1936081,unclassified Seonamhaeicola,Bacteria,Seonamhaeicola,Seonamhaeicola sp. S2-3,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1936990,unclassified Nitrospira,Bacteria,Nitrospira,Nitrospira sp. KM1,Nitrospirales,Nitrospirae,Nitrospira,Nitrospiraceae,,,,,,,,,,,,,,,,,
1938604,unclassified Aquaspirillum,Bacteria,Aquaspirillum,Aquaspirillum sp. LM1,Neisseriales,Proteobacteria,Betaproteobacteria,Chromobacteriaceae,,,,,,,,,,,,,,,,,
1938605,unclassified Brevundimonas,Bacteria,Brevundimonas,Brevundimonas sp. LM2,Caulobacterales,Proteobacteria,Alphaproteobacteria,Caulobacteraceae,,,,,,,,,,,,,,,,,
1938606,unclassified Janthinobacterium,Bacteria,Janthinobacterium,Janthinobacterium sp. LM6,Burkholderiales,Proteobacteria,Betaproteobacteria,Oxalobacteraceae,,,,,,,,,,,,,,,,,
1938607,unclassified Sphingomonas,Bacteria,Sphingomonas,Sphingomonas sp. LM7,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1940319,unclassified Streptococcus,Bacteria,Streptococcus,Streptococcus sp. DAT741,Lactobacillales,Firmicutes,Bacilli,Streptococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1940610,cellular organisms,Bacteria,Phreatobacter,Phreatobacter stygius,,Proteobacteria,Alphaproteobacteria,,,,,,,,,,,,,,,,,,
1940612,cellular organisms,Bacteria,Pigmentiphaga,Pigmentiphaga aceris,Burkholderiales,Proteobacteria,Betaproteobacteria,Alcaligenaceae,,,,,,,,,,,,,,,,,
1940762,unclassified Nostocales,Bacteria,,Nostocales cyanobacterium HT-58-2,Nostocales,Cyanobacteria,,,,,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,
1940789,cellular organisms,Bacteria,Lactococcus,Lactococcus petauri,Lactobacillales,Firmicutes,Bacilli,Streptococcaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1940790,cellular organisms,Bacteria,Sedimentisphaera,Sedimentisphaera cyanobacteriorum,Sedimentisphaerales,Planctomycetes,Phycisphaerae,Sedimentisphaeraceae,,,PVC group,,,,,,,,,,,,,,
1941347,unclassified Bacillus,Bacteria,Bacillus,Bacillus sp. 275,Bacillales,Firmicutes,Bacilli,Bacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1941349,cellular organisms,Bacteria,Sedimentisphaera,Sedimentisphaera salicampi,Sedimentisphaerales,Planctomycetes,Phycisphaerae,Sedimentisphaeraceae,,,PVC group,,,,,,,,,,,,,,
1944646,cellular organisms,Bacteria,Phoenicibacter,Phoenicibacter congonensis,Eggerthellales,Actinobacteria,Coriobacteriia,Eggerthellaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1945512,unclassified Cellvibrio,Bacteria,Cellvibrio,Cellvibrio sp. PSBB023,Cellvibrionales,Proteobacteria,Gammaproteobacteria,Cellvibrionaceae,,,,,,,,,,,,,,,,,
1945657,unclassified Capnocytophaga,Bacteria,Capnocytophaga,Capnocytophaga sp. H2931,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1945658,unclassified Capnocytophaga,Bacteria,Capnocytophaga,Capnocytophaga sp. H4358,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1945662,cellular organisms,Bacteria,Paracoccus,Paracoccus contaminans,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1949203,unclassified Halomonas,Bacteria,Halomonas,Halomonas sp. 'Soap Lake #6',Oceanospirillales,Proteobacteria,Gammaproteobacteria,Halomonadaceae,,,,,,,,,,,,,,,,,
1954171,unclassified Calothrix,Bacteria,Calothrix,Calothrix sp. NIES-2098,Nostocales,Cyanobacteria,,Calotrichaceae,,,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,
1960083,cellular organisms,Bacteria,Actinomyces,Actinomyces gaoshouyii,Actinomycetales,Actinobacteria,Actinobacteria,Actinomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1961362,unclassified Sphingomonas,Bacteria,Sphingomonas,Sphingomonas sp. NIC1,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Sphingomonadaceae,,,,,,,,,,,,,,,,,
1961713,unclassified Streptomyces,Bacteria,Streptomyces,Streptomyces sp. MOE7,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1963032,cellular organisms,Bacteria,Bacillus,Bacillus intestinalis,Bacillales,Firmicutes,Bacilli,Bacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1964449,unclassified Streptomyces,Bacteria,Streptomyces,Streptomyces sp. 3211,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1660067,cellular organisms,Bacteria,Campylobacter,Campylobacter pinnipediorum,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,Campylobacter pinnipediorum subsp. pinnipediorum,,,,,,,,,,,
1965282,cellular organisms,Bacteria,Shewanella,Shewanella khirikhana,Alteromonadales,Proteobacteria,Gammaproteobacteria,Shewanellaceae,,,,,,,,,,,,,,,,,
1967665,cellular organisms,Bacteria,Colwellia,Colwellia beringensis,Alteromonadales,Proteobacteria,Gammaproteobacteria,Colwelliaceae,,,,,,,,,,,,,,,,,
1967666,unclassified Microcystis,Bacteria,Microcystis,Microcystis sp. MC19,Chroococcales,Cyanobacteria,,Microcystaceae,,,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,Oscillatoriophycideae,,
1967782,unclassified Chlamydia,Bacteria,Chlamydia,Chlamydia sp. H15-1957-10C,Chlamydiales,Chlamydiae,Chlamydiia,Chlamydiaceae,,,PVC group,,,,,,,,,,,,,,
1967783,unclassified Chlamydia,Bacteria,Chlamydia,Chlamydia sp. S15-834C,Chlamydiales,Chlamydiae,Chlamydiia,Chlamydiaceae,,,PVC group,,,,,,,,,,,,,,
1968541,unclassified Sulfitobacter,Bacteria,Sulfitobacter,Sulfitobacter sp. D7,Rhodobacterales,Proteobacteria,Alphaproteobacteria,Rhodobacteraceae,,,,,,,,,,,,,,,,,
1969806,cellular organisms,Bacteria,Acidibrevibacterium,Acidibrevibacterium fodinaquatile,Rhodospirillales,Proteobacteria,Alphaproteobacteria,Acetobacteraceae,,,,,,,,,,,,,,,,,
1969821,cellular organisms,Bacteria,Ciceribacter,Ciceribacter thiooxidans,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiaceae,,,,,,,,,,,,,,,,,
1971364,unclassified Halomonas,Bacteria,Halomonas,Halomonas sp. GT,Oceanospirillales,Proteobacteria,Gammaproteobacteria,Halomonadaceae,,,,,,,,,,,,,,,,,
1972133,cellular organisms,Bacteria,Candidatus Nardonella,Candidatus Nardonella dryophthoridicola,,Proteobacteria,Gammaproteobacteria,,,endosymbiont of Rhynchophorus ferrugineus,,,,,,,,,,,,,,,
1971488,cellular organisms,Bacteria,Candidatus Nardonella,endosymbiont of Pachyrhynchus infernalis,,Proteobacteria,Gammaproteobacteria,,,,,,,,,,,,,,,,,,
1972068,cellular organisms,Bacteria,Sulfurivermis,Sulfurivermis fontis,Chromatiales,Proteobacteria,Gammaproteobacteria,Thioalkalispiraceae,,,,,,,,,,,,,,,,,
1972134,cellular organisms,Bacteria,Candidatus Nardonella,endosymbiont of Sipalinus gigas,,Proteobacteria,Gammaproteobacteria,,,,,,,,,,,,,,,,,,
1972431,cellular organisms,Bacteria,Phytobacter,Phytobacter ursingii,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1974213,unclassified Prosthecochloris,Bacteria,Prosthecochloris,Prosthecochloris sp. HL-130-GSB,Chlorobiales,Chlorobi,Chlorobia,Chlorobiaceae,,,FCB group,,,,,,,,,,,,,,
1977088,cellular organisms,Bacteria,Streptomyces,Streptomyces ficellus,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1977566,unclassified Enterobacter,Bacteria,Enterobacter,Enterobacter sp. Crenshaw,Enterobacterales,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,,,,,,,,,,,,,,,,,
1978229,cellular organisms,Bacteria,,Beijerinckiaceae bacterium,Rhizobiales,Proteobacteria,Alphaproteobacteria,Beijerinckiaceae,,,,,,,,,,,,,,,,,
1978339,cellular organisms,Bacteria,,Chromatiaceae bacterium 2141T.STBD.0c.01a,Chromatiales,Proteobacteria,Gammaproteobacteria,Chromatiaceae,,,,,,,,,,,,,,,,,
1978566,unclassified Cryobacterium,Bacteria,Cryobacterium,Cryobacterium sp. LW097,Micrococcales,Actinobacteria,Actinobacteria,Microbacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1980001,unclassified Cellulosimicrobium,Bacteria,Cellulosimicrobium,Cellulosimicrobium sp. TH-20,Micrococcales,Actinobacteria,Actinobacteria,Promicromonosporaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1980674,unclassified Paenibacillus,Bacteria,Paenibacillus,Paenibacillus sp. Cedars,Bacillales,Firmicutes,Bacilli,Paenibacillaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1981173,unclassified Rhizobium,Bacteria,Rhizobium,Rhizobium sp. NXC14,Rhizobiales,Proteobacteria,Alphaproteobacteria,Rhizobiaceae,,,,,,,,,,,,,,,,,
1981174,unclassified Pseudomonas,Bacteria,Pseudomonas,Pseudomonas sp. M30-35,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,,,,,,,,,,,
1982042,cellular organisms,Bacteria,Altererythrobacter,Altererythrobacter mangrovi,Sphingomonadales,Proteobacteria,Alphaproteobacteria,Erythrobacteraceae,,,,,,,,,,,,,,,,,
1984801,unclassified Streptomyces,Bacteria,Streptomyces,Streptomyces sp. CLI2509,Streptomycetales,Actinobacteria,Actinobacteria,Streptomycetaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1985873,unclassified Sulfuriferula,Bacteria,Sulfuriferula,Sulfuriferula sp. AH1,Nitrosomonadales,Proteobacteria,Betaproteobacteria,Sulfuricellaceae,,,,,,,,,,,,,,,,,
1986146,cellular organisms,Bacteria,Desulfobulbus,Desulfobulbus oralis,Desulfobacterales,Proteobacteria,Deltaproteobacteria,Desulfobulbaceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1986204,cellular organisms,Bacteria,Brevefilum,Brevefilum fermentans,Anaerolineales,Chloroflexi,Anaerolineae,Anaerolineaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1986224,unclassified Sulfurospirillum,Bacteria,Sulfurospirillum,Sulfurospirillum sp. SL2-1,Campylobacterales,Proteobacteria,Epsilonproteobacteria,Campylobacteraceae,,,,delta/epsilon subdivisions,,,,,,,,,,,,,
1986952,cellular organisms,Bacteria,,Sphingobacteriaceae bacterium GW460-11-11-14-LB5,Sphingobacteriales,Bacteroidetes,Sphingobacteriia,Sphingobacteriaceae,,,FCB group,,,,,,,,,,,,,,
1987356,unclassified Aurantimicrobium,Bacteria,Aurantimicrobium,Aurantimicrobium sp. MWH-Mo1,Micrococcales,Actinobacteria,Actinobacteria,Microbacteriaceae,,,Terrabacteria group,,,,,,,,,,,,,,
1987580,cellular organisms,Bacteria,Proteus,Proteus columbae,Enterobacterales,Proteobacteria,Gammaproteobacteria,Morganellaceae,,,,,,,,,,,,,,,,,
1987723,unclassified Cellvibrio,Bacteria,Cellvibrio,Cellvibrio sp. PSBB006,Cellvibrionales,Proteobacteria,Gammaproteobacteria,Cellvibrionaceae,,,,,,,,,,,,,,,,,
1990687,unclassified Rhodococcus,Bacteria,Rhodococcus,Rhodococcus sp. S2-17,Corynebacteriales,Actinobacteria,Actinobacteria,Nocardiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
2003121,unclassified Sphingobacterium,Bacteria,Sphingobacterium,Sphingobacterium sp. G1-14,Sphingobacteriales,Bacteroidetes,Sphingobacteriia,Sphingobacteriaceae,,,FCB group,,,,,,,,,,,,,,
2003188,cellular organisms,Bacteria,Parolsenella,Parolsenella catena,Coriobacteriales,Actinobacteria,Coriobacteriia,Atopobiaceae,,,Terrabacteria group,,,,,,,,,,,,,,
2003370,unclassified Salinivibrio,Bacteria,Salinivibrio,Salinivibrio sp. YCSC6,Vibrionales,Proteobacteria,Gammaproteobacteria,Vibrionaceae,,,,,,,,,,,,,,,,,
2003551,unclassified Cellulomonas,Bacteria,Cellulomonas,Cellulomonas sp. PSBB021,Micrococcales,Actinobacteria,Actinobacteria,Cellulomonadaceae,,,Terrabacteria group,,,,,,,,,,,,,,
2004644,unclassified Acinetobacter,Bacteria,Acinetobacter,Acinetobacter sp. WCHA45,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Moraxellaceae,,,,,,,,,,,,,,,,,
2004646,unclassified Acinetobacter,Bacteria,Acinetobacter,Acinetobacter sp. WCHA55,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Moraxellaceae,,,,,,,,,,,,,,,,,
2004647,unclassified Acinetobacter,Bacteria,Acinetobacter,Acinetobacter sp. WCHAc010052,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Moraxellaceae,,,,,,,,,,,,,,,,,
2004650,cellular organisms,Bacteria,Acinetobacter,Acinetobacter chinensis,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Moraxellaceae,,,,,,,,,,,,,,,,,
2005262,cellular organisms,Bacteria,Legionella,Legionella endosymbiont of Polyplax serrata,Legionellales,Proteobacteria,Gammaproteobacteria,Legionellaceae,,,,,,,,,,,,,,,,,
2005388,unclassified Pseudomonas,Bacteria,Pseudomonas,Pseudomonas sp. RU47,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,,,,,,,,,,,,,,,,,
